,iter,loss,score
0,0,2169.10107421875,0.0
1,1,2128.609375,0.0
2,2,2032.085205078125,0.0
3,3,1868.2982177734375,0.0
4,4,1662.17626953125,0.0
5,5,1452.0714111328125,0.0
6,6,1275.537353515625,0.0
7,7,1170.390625,0.0
8,8,1123.2724609375,0.0
9,9,1101.9459228515625,0.0
10,10,1094.41455078125,0.0
11,11,1089.5250244140625,0.0
12,12,1088.5054931640625,0.0
13,13,1089.943359375,0.0
14,14,1087.6038818359375,0.0006510416860692203
15,15,1090.26708984375,0.0
16,16,1090.4326171875,0.0
17,17,1088.2744140625,0.0
18,18,1089.8011474609375,0.0279947929084301
19,19,1089.4324951171875,0.1210937574505806
20,20,1090.48486328125,0.0651041641831398
21,21,1090.23828125,0.001953125
22,22,1089.553466796875,0.0
23,23,1088.062744140625,0.0
24,24,1088.7408447265625,0.0
25,25,1089.19921875,0.0
26,26,1089.681884765625,0.0
27,27,1089.876953125,0.0
28,28,1089.449462890625,0.0
29,29,1087.626953125,0.0
30,30,1090.3214111328125,0.0
31,31,1088.200927734375,0.0006510416860692203
32,32,1088.93603515625,0.0
33,33,1087.3265380859375,0.0
34,34,1088.269775390625,0.0
35,35,1089.3057861328125,0.0
36,36,1089.6593017578125,0.0
37,37,1088.072265625,0.0
38,38,1089.4549560546875,0.0
39,39,1089.482421875,0.0
40,40,1088.5133056640625,0.0
41,41,1089.7197265625,0.0
42,42,1089.906494140625,0.0006510416860692203
43,43,1086.791259765625,0.0
44,44,1087.839111328125,0.0
45,45,1088.1046142578125,0.0
46,46,1086.947265625,0.0
47,47,1089.0386962890625,0.0
48,48,1088.5177001953125,0.0
49,49,1089.0552978515625,0.0
50,50,1087.36474609375,0.0
51,51,1088.5516357421875,0.0
52,52,1086.243408203125,0.0
53,53,1088.78271484375,0.0
54,54,1090.841552734375,0.0
55,55,1087.6531982421875,0.0
56,56,1089.3997802734375,0.0
57,57,1089.180908203125,0.0
58,58,1088.1014404296875,0.0
59,59,1088.6414794921875,0.0
60,60,1086.987548828125,0.0
61,61,1089.04736328125,0.0
62,62,1090.024169921875,0.0006510416860692203
63,63,1088.873291015625,0.0
64,64,1088.3201904296875,0.0
65,65,1088.3902587890625,0.0
66,66,1089.317626953125,0.0013020833721384406
67,67,1088.03125,0.0
68,68,1088.7694091796875,0.0
69,69,1088.6724853515625,0.0
70,70,1088.0836181640625,0.0
71,71,1088.7432861328125,0.0
72,72,1088.3123779296875,0.0
73,73,1090.35888671875,0.0
74,74,1088.6627197265625,0.0
75,75,1089.5616455078125,0.0
76,76,1087.9276123046875,0.0
77,77,1088.3857421875,0.0
78,78,1087.774658203125,0.0
79,79,1086.206298828125,0.0
80,80,1088.9498291015625,0.0
81,81,1088.7060546875,0.0
82,82,1087.56494140625,0.0006510416860692203
83,83,1089.6715087890625,0.0
84,84,1089.0048828125,0.0
85,85,1088.486083984375,0.0
86,86,1087.901611328125,0.0
87,87,1088.51220703125,0.0
88,88,1089.728515625,0.0006510416860692203
89,89,1089.8101806640625,0.0
90,90,1090.62255859375,0.0
91,91,1087.61474609375,0.0
92,92,1088.0113525390625,0.0
93,93,1088.5660400390625,0.0
94,94,1088.5340576171875,0.0
95,95,1087.888671875,0.0
96,96,1088.6192626953125,0.0
97,97,1088.5401611328125,0.0
98,98,1088.18359375,0.0
99,99,1087.742919921875,0.0
100,100,1088.9462890625,0.0
101,101,1089.0379638671875,0.0
102,102,1088.154052734375,0.0
103,103,1087.9952392578125,0.0
104,104,1088.3021240234375,0.0
105,105,1087.642333984375,0.0
106,106,1088.78173828125,0.0
107,107,1089.528564453125,0.0
108,108,1089.3870849609375,0.0
109,109,1088.813232421875,0.0
110,110,1088.473876953125,0.0
111,111,1089.9345703125,0.0
112,112,1088.11474609375,0.0
113,113,1087.508056640625,0.0
114,114,1088.158447265625,0.0
115,115,1088.5592041015625,0.0
116,116,1089.4324951171875,0.0
117,117,1088.8536376953125,0.0
118,118,1087.1873779296875,0.0
119,119,1088.103759765625,0.0
120,120,1087.216552734375,0.0
121,121,1087.82763671875,0.0
122,122,1089.4478759765625,0.0
123,123,1088.9158935546875,0.0
124,124,1088.343505859375,0.0
125,125,1087.868408203125,0.0
126,126,1088.8116455078125,0.0
127,127,1088.997802734375,0.0
128,128,1089.887939453125,0.0
129,129,1091.081298828125,0.0
130,130,1088.200927734375,0.0
131,131,1088.7618408203125,0.0
132,132,1088.7720947265625,0.0
133,133,1088.16259765625,0.0
134,134,1087.8580322265625,0.0
135,135,1088.3553466796875,0.0
136,136,1089.4705810546875,0.0
137,137,1090.37939453125,0.0
138,138,1089.2349853515625,0.0
139,139,1088.291748046875,0.0
140,140,1087.420166015625,0.0
141,141,1088.573486328125,0.0
142,142,1087.4176025390625,0.0
143,143,1088.4189453125,0.0
144,144,1088.1910400390625,0.0
145,145,1086.92431640625,0.0
