,iter,loss,score
0,0,2168.3740234375,0.0
1,1,2146.87255859375,0.0
2,2,2119.533203125,0.0
3,3,2065.035888671875,0.0
4,4,1912.1959228515625,0.0
5,5,1562.9625244140625,0.0
6,6,1308.08935546875,0.0
7,7,1189.989013671875,0.0
8,8,1133.0009765625,0.0013020833721384406
9,9,1105.5704345703125,0.0
10,10,1095.5355224609375,0.0
11,11,1089.931396484375,0.0
12,12,1089.0904541015625,0.0
13,13,1090.31298828125,0.0
14,14,1088.247314453125,0.0
15,15,1091.4544677734375,0.0
16,16,1090.40576171875,0.0
17,17,1088.342529296875,0.0
18,18,1089.6722412109375,0.0
19,19,1089.334228515625,0.0976562350988388
20,20,1090.1064453125,0.1764322966337204
21,21,1090.3160400390625,0.1256510466337204
22,22,1090.525146484375,0.0338541641831398
23,23,1087.76025390625,0.0
24,24,1089.15478515625,0.0006510416860692203
25,25,1089.1204833984375,0.0006510416860692203
26,26,1089.467041015625,0.0
27,27,1090.0400390625,0.0013020833721384406
28,28,1090.14306640625,0.0
29,29,1087.989990234375,0.0
30,30,1090.465087890625,0.0
31,31,1088.261474609375,0.0
32,32,1089.1351318359375,0.0
33,33,1087.8477783203125,0.0
34,34,1088.300048828125,0.0
35,35,1089.258056640625,0.0
36,36,1089.4713134765625,0.0
37,37,1088.45458984375,0.0
38,38,1089.556884765625,0.0
39,39,1089.443603515625,0.0
40,40,1088.3284912109375,0.0
41,41,1089.834716796875,0.0
42,42,1090.1011962890625,0.0
43,43,1086.849853515625,0.0
44,44,1087.777099609375,0.0
45,45,1087.6822509765625,0.0
46,46,1087.01416015625,0.0
47,47,1088.8515625,0.0
48,48,1088.461669921875,0.0
49,49,1089.2374267578125,0.0
50,50,1087.710693359375,0.0
51,51,1088.899658203125,0.0
52,52,1086.6336669921875,0.0
53,53,1088.7757568359375,0.0
54,54,1090.5672607421875,0.0
55,55,1088.1507568359375,0.0
56,56,1088.95068359375,0.0
57,57,1089.5335693359375,0.0
58,58,1087.853759765625,0.0006510416860692203
59,59,1088.6575927734375,0.0
60,60,1087.082763671875,0.0
61,61,1088.994873046875,0.0006510416860692203
62,62,1089.8812255859375,0.0
63,63,1088.80859375,0.0
64,64,1088.361083984375,0.0
65,65,1088.31005859375,0.0006510416860692203
66,66,1089.2947998046875,0.0
67,67,1087.8455810546875,0.0
68,68,1089.125732421875,0.0
69,69,1088.838623046875,0.0
70,70,1087.6956787109375,0.0
71,71,1088.4991455078125,0.0
72,72,1088.733154296875,0.0
73,73,1090.3863525390625,0.0
74,74,1088.254638671875,0.0
75,75,1089.6763916015625,0.0
76,76,1087.963134765625,0.0
77,77,1088.6251220703125,0.0
78,78,1087.6827392578125,0.0
79,79,1086.58203125,0.0
80,80,1088.9549560546875,0.0
81,81,1088.4818115234375,0.0
82,82,1087.82568359375,0.0
83,83,1089.42578125,0.0
84,84,1089.2342529296875,0.0
85,85,1088.3546142578125,0.0
86,86,1088.1334228515625,0.0
87,87,1088.6212158203125,0.0
88,88,1089.79443359375,0.0
89,89,1089.7099609375,0.0006510416860692203
90,90,1090.9896240234375,0.0006510416860692203
91,91,1087.3458251953125,0.0
92,92,1088.193359375,0.0006510416860692203
93,93,1088.369140625,0.0
94,94,1088.623291015625,0.0
95,95,1088.1009521484375,0.0
96,96,1088.1900634765625,0.0
97,97,1088.3980712890625,0.0
98,98,1088.699462890625,0.0
99,99,1088.090087890625,0.0
100,100,1088.4404296875,0.0
101,101,1089.133544921875,0.001953125
102,102,1088.0208740234375,0.0006510416860692203
103,103,1088.023681640625,0.0
104,104,1088.020751953125,0.0
105,105,1087.702392578125,0.0
106,106,1088.7738037109375,0.0
107,107,1089.020263671875,0.0
108,108,1089.3941650390625,0.0
109,109,1088.914794921875,0.0
110,110,1088.65087890625,0.0
111,111,1089.958251953125,0.0
112,112,1087.4481201171875,0.0
113,113,1087.8212890625,0.0
114,114,1088.0758056640625,0.0
115,115,1088.47998046875,0.0
116,116,1089.564453125,0.0006510416860692203
117,117,1089.0328369140625,0.0
118,118,1087.50537109375,0.0
119,119,1088.2830810546875,0.0
120,120,1087.1385498046875,0.0
121,121,1087.6962890625,0.0
122,122,1088.680419921875,0.0
123,123,1088.742919921875,0.0
124,124,1088.514892578125,0.0
125,125,1087.61962890625,0.0
126,126,1089.1785888671875,0.0006510416860692203
127,127,1088.8123779296875,0.0
128,128,1089.650634765625,0.0
129,129,1090.6834716796875,0.0
130,130,1088.83056640625,0.0
131,131,1088.79736328125,0.0
132,132,1088.93017578125,0.0
133,133,1088.1507568359375,0.0
134,134,1088.09033203125,0.0
135,135,1088.581787109375,0.0
136,136,1089.3109130859375,0.0
137,137,1089.9783935546875,0.0
138,138,1089.07275390625,0.0
139,139,1088.51708984375,0.0
140,140,1087.4366455078125,0.0
141,141,1089.1026611328125,0.0
142,142,1087.72265625,0.0
143,143,1088.856201171875,0.0
144,144,1088.3265380859375,0.0
145,145,1086.9677734375,0.0
146,146,1088.24560546875,0.0006510416860692203
147,147,1087.4647216796875,0.0
148,148,1089.456298828125,0.0
149,149,1090.993896484375,0.0
150,150,1087.21630859375,0.0
151,151,1089.1031494140625,0.0
152,152,1088.0379638671875,0.0
153,153,1088.6658935546875,0.0
154,154,1088.85498046875,0.0
155,155,1089.392333984375,0.0
156,156,1087.645263671875,0.0
157,157,1088.1092529296875,0.0
158,158,1089.4349365234375,0.0
159,159,1089.5596923828125,0.0
160,160,1089.1806640625,0.0
161,161,1089.4803466796875,0.0
162,162,1088.5299072265625,0.0
163,163,1088.0516357421875,0.0
164,164,1088.01025390625,0.0
165,165,1089.2861328125,0.0
166,166,1087.9375,0.0
167,167,1087.19482421875,0.0
168,168,1088.7559814453125,0.0
169,169,1088.46630859375,0.0
170,170,1087.8363037109375,0.0
171,171,1088.4609375,0.0
172,172,1088.66943359375,0.0
173,173,1090.609619140625,0.0
174,174,1086.703125,0.0
175,175,1087.658203125,0.0
176,176,1087.6534423828125,0.0
177,177,1088.329345703125,0.0006510416860692203
178,178,1089.3609619140625,0.0006510416860692203
179,179,1089.24658203125,0.0
180,180,1087.27783203125,0.0
181,181,1087.628173828125,0.0
182,182,1086.7086181640625,0.0
183,183,1088.0579833984375,0.0
184,184,1089.21533203125,0.0
185,185,1088.52490234375,0.0
186,186,1088.855224609375,0.0
187,187,1088.0306396484375,0.0
188,188,1090.663330078125,0.0
189,189,1089.1817626953125,0.0
190,190,1088.1749267578125,0.0
191,191,1089.770751953125,0.0
192,192,1089.208740234375,0.0
193,193,1088.2779541015625,0.0
194,194,1087.2841796875,0.0
195,195,1088.610595703125,0.0006510416860692203
196,196,1089.4349365234375,0.0
197,197,1089.092041015625,0.0
198,198,1088.8511962890625,0.0
199,199,1089.5948486328125,0.0006510416860692203
200,200,1089.8509521484375,0.0006510416860692203
201,201,1088.8858642578125,0.0
202,202,1087.858642578125,0.0
203,203,1089.3038330078125,0.0
204,204,1089.5421142578125,0.0
205,205,1089.565673828125,0.0
206,206,1087.3603515625,0.0
207,207,1088.672119140625,0.0
208,208,1087.5555419921875,0.0
209,209,1088.53515625,0.0
210,210,1090.107177734375,0.0
211,211,1088.457763671875,0.0
212,212,1088.016845703125,0.0
213,213,1088.8084716796875,0.0
214,214,1087.8892822265625,0.0
215,215,1088.153564453125,0.0
216,216,1088.474853515625,0.001953125
217,217,1088.6168212890625,0.0013020833721384406
218,218,1089.396240234375,0.0
219,219,1086.92822265625,0.0
220,220,1087.376708984375,0.0
221,221,1089.19091796875,0.0
222,222,1087.4287109375,0.0
223,223,1088.5465087890625,0.0
224,224,1087.6065673828125,0.0
225,225,1088.8328857421875,0.0
226,226,1088.5670166015625,0.0
227,227,1089.04541015625,0.0
228,228,1087.0400390625,0.0
229,229,1089.8681640625,0.0
230,230,1090.16796875,0.0
231,231,1088.845947265625,0.0
232,232,1087.7861328125,0.0
233,233,1089.3385009765625,0.0
234,234,1089.0224609375,0.0
235,235,1088.400390625,0.0
236,236,1088.5443115234375,0.0
237,237,1086.69873046875,0.0
238,238,1087.520751953125,0.0
239,239,1087.3153076171875,0.0
240,240,1089.332275390625,0.0
241,241,1088.5853271484375,0.0
242,242,1087.8984375,0.0
243,243,1088.0948486328125,0.0
244,244,1088.2479248046875,0.0
245,245,1088.275634765625,0.0
246,246,1087.6473388671875,0.0
247,247,1087.4781494140625,0.0
248,248,1088.6768798828125,0.0
249,249,1088.95458984375,0.0
250,250,1089.0572509765625,0.0
251,251,1090.44482421875,0.0
252,252,1089.17822265625,0.0
253,253,1089.1595458984375,0.0
254,254,1087.3240966796875,0.0
255,255,1088.4517822265625,0.0
256,256,1088.1551513671875,0.0
257,257,1088.720458984375,0.0
258,258,1087.8095703125,0.0
259,259,1089.6146240234375,0.0
260,260,1088.62255859375,0.0
261,261,1087.03271484375,0.0
262,262,1088.168701171875,0.0
263,263,1088.6424560546875,0.0
264,264,1087.7711181640625,0.0
265,265,1087.6171875,0.0
266,266,1088.291748046875,0.0
267,267,1088.874755859375,0.0
268,268,1089.6949462890625,0.001953125
269,269,1088.2869873046875,0.0
270,270,1087.144775390625,0.001953125
271,271,1088.7900390625,0.0
272,272,1088.3380126953125,0.0
273,273,1088.7430419921875,0.0
274,274,1089.0277099609375,0.0
275,275,1088.17578125,0.0
276,276,1087.7576904296875,0.0
277,277,1088.1060791015625,0.0
278,278,1088.0440673828125,0.0
